"﻿""Any""","Codi_Districte_baixa","Nom_Districte_baixa","Codi_Barri_baixa","Nom_Barri_baixa","Codi_Districte_alta","Nom_Districte_alta","Codi_Barri_alta","Nom_Barri_alta","Sexe","Nombre"
2019,3,"Sants-Montjuïc",17,"Sants - Badal",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,3,"Sants-Montjuïc",18,"Sants",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,4,"Les Corts",19,"les Corts",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,4,"Les Corts",21,"Pedralbes",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,6,"Gràcia",29,"el Coll",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,6,"Gràcia",30,"la Salut",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,6,"Gràcia",31,"la Vila de Gràcia",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",34,"Can Baró",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",35,"el Guinardó",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",37,"el Carmel",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,7,"Horta-Guinardó",38,"la Teixonera",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",40,"Montbau",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",42,"la Clota",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,7,"Horta-Guinardó",43,"Horta",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,8,"Nou Barris",45,"Porta",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,8,"Nou Barris",46,"el Turó de la Peira",8,"Nou Barris",47,"Can Peguera","Dona",3
2019,8,"Nou Barris",47,"Can Peguera",8,"Nou Barris",47,"Can Peguera","Dona",7
2019,8,"Nou Barris",48,"la Guineueta",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,8,"Nou Barris",49,"Canyelles",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,8,"Nou Barris",50,"les Roquetes",8,"Nou Barris",47,"Can Peguera","Dona",3
2019,8,"Nou Barris",51,"Verdun",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,8,"Nou Barris",52,"la Prosperitat",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,8,"Nou Barris",53,"la Trinitat Nova",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,8,"Nou Barris",54,"Torre Baró",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,8,"Nou Barris",55,"Ciutat Meridiana",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,8,"Nou Barris",56,"Vallbona",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,9,"Sant Andreu",57,"la Trinitat Vella",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,9,"Sant Andreu",58,"Baró de Viver",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,9,"Sant Andreu",59,"el Bon Pastor",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,9,"Sant Andreu",60,"Sant Andreu",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,9,"Sant Andreu",61,"la Sagrera",8,"Nou Barris",47,"Can Peguera","Dona",2
2019,9,"Sant Andreu",62,"el Congrés i els Indians",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,9,"Sant Andreu",63,"Navas",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",65,"el Clot",8,"Nou Barris",47,"Can Peguera","Dona",4
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",68,"el Poblenou",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme",8,"Nou Barris",47,"Can Peguera","Dona",4
2019,10,"Sant Martí",71,"Provençals del Poblenou",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals",8,"Nou Barris",47,"Can Peguera","Dona",0
2019,10,"Sant Martí",73,"la Verneda i la Pau",8,"Nou Barris",47,"Can Peguera","Dona",1
2019,1,"Ciutat Vella",1,"el Raval",8,"Nou Barris",48,"la Guineueta","Dona",8
2019,1,"Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris",48,"la Guineueta","Dona",8
2019,1,"Ciutat Vella",3,"la Barceloneta",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,2,"Eixample",5,"el Fort Pienc",8,"Nou Barris",48,"la Guineueta","Dona",2
2019,2,"Eixample",6,"la Sagrada Família",8,"Nou Barris",48,"la Guineueta","Dona",8
2019,2,"Eixample",7,"la Dreta de l'Eixample",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample",8,"Nou Barris",48,"la Guineueta","Dona",7
2019,2,"Eixample",10,"Sant Antoni",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,3,"Sants-Montjuïc",11,"el Poble Sec",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,3,"Sants-Montjuïc",15,"Hostafrancs",8,"Nou Barris",48,"la Guineueta","Dona",5
2019,3,"Sants-Montjuïc",16,"la Bordeta",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,3,"Sants-Montjuïc",18,"Sants",8,"Nou Barris",48,"la Guineueta","Dona",5
2019,4,"Les Corts",19,"les Corts",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,4,"Les Corts",21,"Pedralbes",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,6,"Gràcia",28,"Vallcarca i els Penitents",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,6,"Gràcia",29,"el Coll",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,6,"Gràcia",30,"la Salut",8,"Nou Barris",48,"la Guineueta","Dona",2
2019,6,"Gràcia",31,"la Vila de Gràcia",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",8,"Nou Barris",48,"la Guineueta","Dona",2
2019,7,"Horta-Guinardó",33,"el Baix Guinardó",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,7,"Horta-Guinardó",34,"Can Baró",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,7,"Horta-Guinardó",35,"el Guinardó",8,"Nou Barris",48,"la Guineueta","Dona",9
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,7,"Horta-Guinardó",37,"el Carmel",8,"Nou Barris",48,"la Guineueta","Dona",13
2019,7,"Horta-Guinardó",38,"la Teixonera",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",8,"Nou Barris",48,"la Guineueta","Dona",6
2019,7,"Horta-Guinardó",40,"Montbau",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,7,"Horta-Guinardó",42,"la Clota",8,"Nou Barris",48,"la Guineueta","Dona",2
2019,7,"Horta-Guinardó",43,"Horta",8,"Nou Barris",48,"la Guineueta","Dona",10
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",8,"Nou Barris",48,"la Guineueta","Dona",11
2019,8,"Nou Barris",45,"Porta",8,"Nou Barris",48,"la Guineueta","Dona",34
2019,8,"Nou Barris",46,"el Turó de la Peira",8,"Nou Barris",48,"la Guineueta","Dona",17
2019,8,"Nou Barris",47,"Can Peguera",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,8,"Nou Barris",48,"la Guineueta",8,"Nou Barris",48,"la Guineueta","Dona",74
2019,8,"Nou Barris",49,"Canyelles",8,"Nou Barris",48,"la Guineueta","Dona",10
2019,8,"Nou Barris",50,"les Roquetes",8,"Nou Barris",48,"la Guineueta","Dona",18
2019,8,"Nou Barris",51,"Verdun",8,"Nou Barris",48,"la Guineueta","Dona",20
2019,8,"Nou Barris",52,"la Prosperitat",8,"Nou Barris",48,"la Guineueta","Dona",39
2019,8,"Nou Barris",53,"la Trinitat Nova",8,"Nou Barris",48,"la Guineueta","Dona",4
2019,8,"Nou Barris",54,"Torre Baró",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,8,"Nou Barris",55,"Ciutat Meridiana",8,"Nou Barris",48,"la Guineueta","Dona",6
2019,8,"Nou Barris",56,"Vallbona",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,9,"Sant Andreu",57,"la Trinitat Vella",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,9,"Sant Andreu",58,"Baró de Viver",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,9,"Sant Andreu",59,"el Bon Pastor",8,"Nou Barris",48,"la Guineueta","Dona",5
2019,9,"Sant Andreu",60,"Sant Andreu",8,"Nou Barris",48,"la Guineueta","Dona",16
2019,9,"Sant Andreu",61,"la Sagrera",8,"Nou Barris",48,"la Guineueta","Dona",5
2019,9,"Sant Andreu",62,"el Congrés i els Indians",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,9,"Sant Andreu",63,"Navas",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8,"Nou Barris",48,"la Guineueta","Dona",2
2019,10,"Sant Martí",65,"el Clot",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,10,"Sant Martí",68,"el Poblenou",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",8,"Nou Barris",48,"la Guineueta","Dona",1
2019,10,"Sant Martí",70,"el Besòs i el Maresme",8,"Nou Barris",48,"la Guineueta","Dona",10
2019,10,"Sant Martí",71,"Provençals del Poblenou",8,"Nou Barris",48,"la Guineueta","Dona",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals",8,"Nou Barris",48,"la Guineueta","Dona",3
2019,10,"Sant Martí",73,"la Verneda i la Pau",8,"Nou Barris",48,"la Guineueta","Dona",5
2019,1,"Ciutat Vella",1,"el Raval",8,"Nou Barris",49,"Canyelles","Dona",2
2019,1,"Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris",49,"Canyelles","Dona",1
2019,1,"Ciutat Vella",3,"la Barceloneta",8,"Nou Barris",49,"Canyelles","Dona",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",8,"Nou Barris",49,"Canyelles","Dona",0
2019,2,"Eixample",5,"el Fort Pienc",8,"Nou Barris",49,"Canyelles","Dona",3
2019,2,"Eixample",6,"la Sagrada Família",8,"Nou Barris",49,"Canyelles","Dona",3
2019,2,"Eixample",7,"la Dreta de l'Eixample",8,"Nou Barris",49,"Canyelles","Dona",3
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",8,"Nou Barris",49,"Canyelles","Dona",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample",8,"Nou Barris",49,"Canyelles","Dona",0
2019,2,"Eixample",10,"Sant Antoni",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec",8,"Nou Barris",49,"Canyelles","Dona",1
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port",8,"Nou Barris",49,"Canyelles","Dona",1
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",16,"la Bordeta",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal",8,"Nou Barris",49,"Canyelles","Dona",0
2019,3,"Sants-Montjuïc",18,"Sants",8,"Nou Barris",49,"Canyelles","Dona",1
2019,4,"Les Corts",19,"les Corts",8,"Nou Barris",49,"Canyelles","Dona",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon",8,"Nou Barris",49,"Canyelles","Dona",0
2019,4,"Les Corts",21,"Pedralbes",8,"Nou Barris",49,"Canyelles","Dona",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8,"Nou Barris",49,"Canyelles","Dona",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,"Nou Barris",49,"Canyelles","Dona",1
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",8,"Nou Barris",49,"Canyelles","Dona",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",8,"Nou Barris",49,"Canyelles","Dona",1
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8,"Nou Barris",49,"Canyelles","Dona",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",8,"Nou Barris",49,"Canyelles","Dona",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents",8,"Nou Barris",49,"Canyelles","Dona",2
2019,6,"Gràcia",29,"el Coll",8,"Nou Barris",49,"Canyelles","Dona",1
2019,6,"Gràcia",30,"la Salut",8,"Nou Barris",49,"Canyelles","Dona",0
2019,6,"Gràcia",31,"la Vila de Gràcia",8,"Nou Barris",49,"Canyelles","Dona",2
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",8,"Nou Barris",49,"Canyelles","Dona",2
2019,7,"Horta-Guinardó",33,"el Baix Guinardó",8,"Nou Barris",49,"Canyelles","Dona",0
2019,7,"Horta-Guinardó",34,"Can Baró",8,"Nou Barris",49,"Canyelles","Dona",1
2019,7,"Horta-Guinardó",35,"el Guinardó",8,"Nou Barris",49,"Canyelles","Dona",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues",8,"Nou Barris",49,"Canyelles","Dona",0
2019,7,"Horta-Guinardó",37,"el Carmel",8,"Nou Barris",49,"Canyelles","Dona",9
2019,7,"Horta-Guinardó",38,"la Teixonera",8,"Nou Barris",49,"Canyelles","Dona",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",8,"Nou Barris",49,"Canyelles","Dona",3
2019,7,"Horta-Guinardó",40,"Montbau",8,"Nou Barris",49,"Canyelles","Dona",1
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron",8,"Nou Barris",49,"Canyelles","Dona",2
2019,7,"Horta-Guinardó",42,"la Clota",8,"Nou Barris",49,"Canyelles","Dona",0
2019,7,"Horta-Guinardó",43,"Horta",8,"Nou Barris",49,"Canyelles","Dona",10
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",8,"Nou Barris",49,"Canyelles","Dona",1
2019,8,"Nou Barris",45,"Porta",8,"Nou Barris",49,"Canyelles","Dona",3
2019,8,"Nou Barris",46,"el Turó de la Peira",8,"Nou Barris",49,"Canyelles","Dona",5
2019,8,"Nou Barris",47,"Can Peguera",8,"Nou Barris",49,"Canyelles","Dona",0
2019,8,"Nou Barris",48,"la Guineueta",8,"Nou Barris",49,"Canyelles","Dona",7
2019,8,"Nou Barris",49,"Canyelles",8,"Nou Barris",49,"Canyelles","Dona",33
2019,8,"Nou Barris",50,"les Roquetes",8,"Nou Barris",49,"Canyelles","Dona",6
2019,8,"Nou Barris",51,"Verdun",8,"Nou Barris",49,"Canyelles","Dona",5
2019,8,"Nou Barris",52,"la Prosperitat",8,"Nou Barris",49,"Canyelles","Dona",5
2019,8,"Nou Barris",53,"la Trinitat Nova",8,"Nou Barris",49,"Canyelles","Dona",2
2019,8,"Nou Barris",54,"Torre Baró",8,"Nou Barris",49,"Canyelles","Dona",0
2019,8,"Nou Barris",55,"Ciutat Meridiana",8,"Nou Barris",49,"Canyelles","Dona",2
2019,8,"Nou Barris",56,"Vallbona",8,"Nou Barris",49,"Canyelles","Dona",0
2019,9,"Sant Andreu",57,"la Trinitat Vella",8,"Nou Barris",49,"Canyelles","Dona",0
2019,9,"Sant Andreu",58,"Baró de Viver",8,"Nou Barris",49,"Canyelles","Dona",0
2019,9,"Sant Andreu",59,"el Bon Pastor",8,"Nou Barris",49,"Canyelles","Dona",3
2019,9,"Sant Andreu",60,"Sant Andreu",8,"Nou Barris",49,"Canyelles","Dona",5
2019,9,"Sant Andreu",61,"la Sagrera",8,"Nou Barris",49,"Canyelles","Dona",1
2019,9,"Sant Andreu",62,"el Congrés i els Indians",8,"Nou Barris",49,"Canyelles","Dona",0
2019,9,"Sant Andreu",63,"Navas",8,"Nou Barris",49,"Canyelles","Dona",1
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8,"Nou Barris",49,"Canyelles","Dona",3
2019,10,"Sant Martí",65,"el Clot",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",68,"el Poblenou",8,"Nou Barris",49,"Canyelles","Dona",1
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme",8,"Nou Barris",49,"Canyelles","Dona",2
2019,10,"Sant Martí",71,"Provençals del Poblenou",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals",8,"Nou Barris",49,"Canyelles","Dona",0
2019,10,"Sant Martí",73,"la Verneda i la Pau",8,"Nou Barris",49,"Canyelles","Dona",0
2019,1,"Ciutat Vella",1,"el Raval",8,"Nou Barris",50,"les Roquetes","Dona",10
2019,1,"Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,1,"Ciutat Vella",3,"la Barceloneta",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",8,"Nou Barris",50,"les Roquetes","Dona",6
2019,2,"Eixample",5,"el Fort Pienc",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,2,"Eixample",6,"la Sagrada Família",8,"Nou Barris",50,"les Roquetes","Dona",5
2019,2,"Eixample",7,"la Dreta de l'Eixample",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",8,"Nou Barris",50,"les Roquetes","Dona",7
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample",8,"Nou Barris",50,"les Roquetes","Dona",1
2019,2,"Eixample",10,"Sant Antoni",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,3,"Sants-Montjuïc",11,"el Poble Sec",8,"Nou Barris",50,"les Roquetes","Dona",5
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port",8,"Nou Barris",50,"les Roquetes","Dona",6
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla",8,"Nou Barris",50,"les Roquetes","Dona",1
2019,3,"Sants-Montjuïc",15,"Hostafrancs",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,3,"Sants-Montjuïc",16,"la Bordeta",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,3,"Sants-Montjuïc",17,"Sants - Badal",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,3,"Sants-Montjuïc",18,"Sants",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,4,"Les Corts",19,"les Corts",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,4,"Les Corts",21,"Pedralbes",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",8,"Nou Barris",50,"les Roquetes","Dona",1
2019,6,"Gràcia",28,"Vallcarca i els Penitents",8,"Nou Barris",50,"les Roquetes","Dona",1
2019,6,"Gràcia",29,"el Coll",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,6,"Gràcia",30,"la Salut",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,6,"Gràcia",31,"la Vila de Gràcia",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,7,"Horta-Guinardó",33,"el Baix Guinardó",8,"Nou Barris",50,"les Roquetes","Dona",5
2019,7,"Horta-Guinardó",34,"Can Baró",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,7,"Horta-Guinardó",35,"el Guinardó",8,"Nou Barris",50,"les Roquetes","Dona",13
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,7,"Horta-Guinardó",37,"el Carmel",8,"Nou Barris",50,"les Roquetes","Dona",12
2019,7,"Horta-Guinardó",38,"la Teixonera",8,"Nou Barris",50,"les Roquetes","Dona",3
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,7,"Horta-Guinardó",40,"Montbau",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron",8,"Nou Barris",50,"les Roquetes","Dona",1
2019,7,"Horta-Guinardó",42,"la Clota",8,"Nou Barris",50,"les Roquetes","Dona",0
2019,7,"Horta-Guinardó",43,"Horta",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",8,"Nou Barris",50,"les Roquetes","Dona",7
2019,8,"Nou Barris",45,"Porta",8,"Nou Barris",50,"les Roquetes","Dona",39
2019,8,"Nou Barris",46,"el Turó de la Peira",8,"Nou Barris",50,"les Roquetes","Dona",7
2019,8,"Nou Barris",47,"Can Peguera",8,"Nou Barris",50,"les Roquetes","Dona",2
2019,8,"Nou Barris",48,"la Guineueta",8,"Nou Barris",50,"les Roquetes","Dona",9
2019,8,"Nou Barris",49,"Canyelles",8,"Nou Barris",50,"les Roquetes","Dona",4
2019,8,"Nou Barris",50,"les Roquetes",8,"Nou Barris",50,"les Roquetes","Dona",157
2019,8,"Nou Barris",51,"Verdun",8,"Nou Barris",50,"les Roquetes","Dona",50
